fips,state,name,pop2017,age_under_5_2017,age_over_65_2017,median_age_2017,black_2017,native_2017,asian_2017,pac_isl_2017,other_single_race_2017,two_plus_races_2017,hispanic_2017,white_not_hispanic_2017,speak_english_only_2017,women_16_to_50_birth_rate_2017,hs_grad_2017,some_college_2017,bachelors_2017,veterans_2017,mean_work_travel_2017,broadband_2017,computer_2017,households_2017,persons_per_household_2017,per_capita_income_2017,median_household_income_2017,poverty_2017,poverty_age_under_5_2017,poverty_age_under_18_2017,uninsured_2017,uninsured_age_under_6_2017,uninsured_age_under_19_2017,uninsured_age_over_74_2017,civilian_labor_force_2017,employed_2017,unemployed_2017,unemployment_rate_2017
16039,Idaho,Elmore County,26823,8,12.4,31.4,1.47,0.84,1.55,0.16,1.11,1.47,16.39,73.35,85.2,8,87.8,42.3,17.6,25.4,17.2,76.9,86.9,10062,2.54,23291.34,45154,14.9,16.6,18.5,13.9,3.7,8.1,0,11144,10741,403,3.62
16041,Idaho,Franklin County,13564,8.5,13.4,32.6,0.13,0.28,0.01,0.05,0.71,0.54,6.71,91.32,94.8,6.2,90.7,37.5,20.2,6.6,25,79.6,88.3,4286,3.05,20349.84,51583,12.2,17.6,16.8,12.3,12,5.1,0.5,6723,6570,153,2.28
16043,Idaho,Fremont County,13094,6.5,16.3,36.7,0.11,0.17,0.05,0.1,1.37,1.38,12.45,85.11,90.1,5.6,87.9,34.5,21.1,8.2,25.9,75.4,85.5,4383,2.81,22381.14,51806,11.9,16.5,15.6,12.6,4.3,6.3,0,7583,7381,202,2.66
16045,Idaho,Gem County,17379,5.4,20.8,45.2,0,0.61,0.34,0.01,1.71,1.36,8.3,88.04,91.1,3.7,87.7,31.7,16.9,14.5,29.6,72.2,85,6404,2.61,19479.31,42888,20.7,21.6,27.7,17.3,9.9,9.4,1.4,7934,7623,311,3.92
16047,Idaho,Gooding County,15124,6.8,16.7,37.3,0.05,0.58,0.23,0.12,2.89,1.25,28.82,68.14,73.6,4.1,77.9,28.6,14.7,8.7,20.8,70,80.9,5550,2.71,20323.62,42626,15.9,20.4,22.5,18.5,4.4,8.9,1.5,8054,7857,197,2.45
16049,Idaho,Idaho County,16369,4.9,25.2,49.5,0.11,1.61,0.14,0.05,0.31,1.11,3.21,91.33,95.9,7.1,89.9,35.7,19.1,14.2,17.4,64.3,78.2,6480,2.4,20219.17,40299,13.5,22.1,14.8,12.2,8.5,9.3,0.3,6246,5937,309,4.95
16051,Idaho,Jefferson County,28446,9.1,10.7,31.3,0.03,0.16,0.13,0.11,2.67,1.53,10.43,87.07,89.8,7.8,87.8,38.3,21.2,8.3,24.6,78.8,92,8470,3.23,21330.96,58055,9.5,10.9,11.2,11.6,4.5,7.4,0,13057,12730,327,2.5
16053,Idaho,Jerome County,23627,9,12.5,32.6,0.05,0.22,0.22,0.15,0.89,0.89,34.48,63.11,71.9,11.7,75.9,30.4,13,8.5,18,68.7,82.2,7741,2.95,19360.34,46421,16.3,27.6,22.9,21.3,10.4,11.2,0.2,11763,11442,321,2.73
16055,Idaho,Kootenai County,157637,6,17.4,39.7,0.22,0.71,0.36,0.05,0.21,1.31,4.37,91.01,97.3,6.1,92.9,41.1,24.5,10.7,21.7,80.7,90.3,58873,2.52,28134.13,53189,12.6,20.8,18.6,11.6,5.9,6.6,0.4,75457,72557,2900,3.84
16057,Idaho,Latah County,39333,5.6,12,28.3,0.36,0.45,1.33,0.02,0.34,1.24,4.17,89.42,93.4,4.2,96.2,30.8,46.4,6.9,19.4,81.8,93.8,15448,2.29,25744.54,43310,22.5,26.9,18.6,7.5,4.7,4.5,0,20140,19606,534,2.65
16059,Idaho,Lemhi County,7875,4.4,27.6,52.9,0.1,0.35,0.11,0.02,0.19,1.35,3.22,93.33,97.2,6.6,90,35.5,22.3,12.7,16,73.1,82.8,3703,2.04,23141.18,36031,17.1,41.7,25.8,14.4,6.4,11.4,0,3472,3291,181,5.21
16061,Idaho,Lewis County,3887,5.5,24,48.1,0.05,3.69,0.39,0.01,0.29,1.58,4.34,85.62,97.4,4.7,89.7,40.4,16.3,14.4,22.7,63,76.3,1626,2.32,22919.83,40313,15.3,15.3,19.2,16.7,14.6,15.1,0,1604,1510,94,5.86
16063,Idaho,Lincoln County,5318,7.3,12.6,33.1,0,0.25,0.12,0,1.39,1.46,29.78,67.28,73,6.1,78.1,33.2,9.1,9.1,28.7,64.1,78.6,1609,3.26,17347.85,46383,11.5,18.4,15.8,24,17.1,17.6,0,2710,2623,87,3.21
16065,Idaho,Madison County,39141,10,6.3,23.5,0.32,0.01,0.57,0.05,1.1,1.08,7.12,88.99,89.9,7,95.4,42.9,37.5,2.9,14.1,75.9,95,10633,3.54,14218.64,33620,31.8,37.9,22.2,7.7,4.4,5.2,1.3,21269,20866,403,1.89
16067,Idaho,Minidoka County,20729,7.9,15.6,35.4,0.13,0.32,0.21,0.07,1.33,0.79,34.38,63.06,70.6,8.1,77.4,33.9,14.2,7.3,17.2,76.8,87.3,7357,2.77,21490.25,48021,17.9,22.2,26.7,21.4,8.3,11,2.5,11000,10707,293,2.66
16069,Idaho,Nez Perce County,40385,6.1,19.1,41.3,0.19,2.84,0.45,0.03,0.16,1.38,3.71,87.24,95.9,8.4,92,37.9,22.7,10.4,16,75.7,87.2,16308,2.39,26638.91,51804,14.4,26.7,19.1,10.1,5.1,5.1,0,21264,20662,602,2.83
16071,Idaho,Oneida County,4427,6.4,18.9,39.5,0.04,0.21,0,0,0.06,1.07,4.15,93.72,94.6,7.1,91,39.4,15.1,8.1,24.6,78.9,88,1581,2.69,21077.32,43491,12.6,31.3,19.8,9.6,19.4,9.3,0,2254,2190,64,2.84
16073,Idaho,Owyhee County,11628,6.7,16.9,38.6,0.07,1.69,0.09,0,4.16,1.13,26.55,68.17,77.1,9.5,75.1,30.5,9.7,8.7,24,61.2,75.1,4190,2.68,20034.7,36092,23.3,33.7,33.2,26.1,9.6,15.2,0,5178,4971,207,4
16075,Idaho,Payette County,23215,6.5,16.9,38.8,0.2,0.38,0.37,0,1.93,1.67,17.01,78.81,87.3,8.2,86.9,38,14.2,9.6,19.1,71.1,85.3,8571,2.65,23391.7,48447,15.5,28,17.4,14.5,6.1,8.5,0,11512,11061,451,3.92
16077,Idaho,Power County,7600,8.2,15,34.8,0.13,1.98,0,0.02,7.36,0.35,32.91,62.5,68.8,7.2,76.6,27.8,15.8,10.9,18.2,80,88.6,2544,2.99,21021.4,47602,11.6,18.8,18.6,14.6,0.3,5.5,0,3952,3818,134,3.39
16079,Idaho,Shoshone County,12542,5.9,21.9,47.2,0.14,1.12,0.24,0,0.18,1.2,3.44,91.81,96.1,7.9,85.2,35.5,12.4,13.5,19.4,66.9,83.4,5614,2.17,24165.9,39835,17.4,32.3,27.2,15.1,8.7,11.6,0,5041,4725,316,6.27
16081,Idaho,Teton County,11381,7.6,9.4,36.4,0.09,0.09,0.06,0,4.19,0.93,17,81.12,83.5,8.2,92.7,32.9,42.5,5,27.9,80,88.3,3764,2.86,24798.25,55986,8.3,9.5,11.4,10.5,4.5,6,0,6088,5922,166,2.73
16083,Idaho,Twin Falls County,85124,7.6,14.8,34.6,0.33,0.55,0.91,0.04,1.12,0.74,15.64,80.21,85.8,8.2,87.7,40,19.1,9.6,17.4,77.6,88.3,30096,2.69,22679.18,49118,14.4,19.2,17.4,13.1,5.7,7.7,0.3,41351,40156,1195,2.89
16085,Idaho,Valley County,10687,4.3,24.6,50.2,0.04,0.1,0.06,0,0,0.26,4.43,94.71,90.8,7.1,94.4,40.2,30.8,10.4,15.9,72.8,91,3532,2.81,25540.93,54015,10.4,3.2,2.8,11.6,0,0.7,0,5131,4906,225,4.39
16087,Idaho,Washington County,10121,4.6,23.7,46.1,0.02,0.38,0.5,0,3.62,1.49,17.16,78.67,85.2,9.1,83.9,34.4,16.4,11.2,19.7,65.6,79.3,3979,2.48,20495.97,37521,15.7,19.6,21,16.8,8.3,7.4,0,4611,4396,215,4.66
17001,Illinois,Adams County,66234,6.1,19.1,41.5,2.01,0.17,0.38,0.03,0.1,0.74,1.48,92.04,97.9,6.2,91.7,33.5,23.4,9,17,72.7,81.9,27461,2.38,27024.37,48454,13.1,22.1,16.9,5.6,4.5,4.8,0.2,32237,31008,1229,3.81
17003,Illinois,Alexander County,6315,7.2,19.9,42.3,17.29,0.32,0.08,0,0.12,1.09,1,61.84,98.8,2.7,78.5,33,10.7,8.8,27.3,45.4,55.6,2432,2.7,16404.07,31014,33.4,60,59.3,8.8,8.3,6.4,0,2161,1989,172,7.96
17005,Illinois,Bond County,16948,4.5,17,40.4,3.03,0.16,0.58,0,0.25,0.6,3.46,87.83,96.2,4.4,89.1,30.5,19.3,8.7,24.5,74.5,81.7,6132,2.49,26432.93,54393,15.7,28.8,21.7,6.3,3.4,5,0,7817,7478,339,4.34
17007,Illinois,Boone County,53513,5.8,14.3,38.3,1.14,0.17,0.59,0,3.13,1.09,21.04,74,81.2,4.9,86.8,29.4,21.7,8.2,29,82.2,88.7,18709,2.85,28497.19,62701,10.6,19.7,14.7,7.2,0.2,2.9,0,25978,24269,1709,6.58
17009,Illinois,Brown County,6716,4.1,13.7,38.7,10.77,0.02,0.3,0,0.18,0.47,3.61,73.61,94.9,12.5,83.8,32.7,13.2,7.4,16.6,69.8,77.9,2066,2.33,29863.52,56289,11.6,23,15.1,4.8,4.3,2.2,1.4,2842,2761,81,2.85
17011,Illinois,Bureau County,33243,5.3,20.5,43.7,0.39,0.07,0.38,0,1.49,0.77,8.75,88.41,92.3,7,91.1,33.6,18.9,9.3,20.6,74.9,83.9,13816,2.4,28240.83,54271,12.6,26,21.8,5.5,0.9,2.4,0,17319,16490,829,4.79
17013,Illinois,Calhoun County,4833,5.1,22.6,46.5,0.15,0.07,0.46,0,0.02,0.59,1.12,96.69,99.1,4.8,91.3,32.5,13.7,10.4,39.6,63.1,73.3,1881,2.54,24428.74,53641,12.8,20.9,15.1,3.4,0,0.6,0,2352,2227,125,5.31
17015,Illinois,Carroll County,14518,5,23.8,47.4,0.67,0.05,0.35,0,0.41,0.6,3.58,93.4,96.7,3.1,91.5,31.7,17.4,9.9,24.7,74,82.7,6573,2.2,28095,50555,11.3,21.2,12,6.9,3.6,2.9,0,7607,7263,344,4.52
17017,Illinois,Cass County,12505,6.4,16.4,40.2,2.31,0.02,0.16,0.17,1.34,0.61,18.77,76.2,81.8,6,84.5,25.3,13.4,9.1,20.5,67.4,80.1,5160,2.46,25558.13,50156,13.1,24.8,16.5,8.3,1.6,4.3,0,6157,5882,275,4.47
17019,Illinois,Champaign County,209399,5.6,11.6,29.7,6.54,0.08,5.17,0.03,0.44,1.38,5.75,68.34,82.7,4.1,95.1,29.2,43.9,5.6,17.9,80.8,91.2,81418,2.36,29619.49,49586,21.4,20.8,18.6,5.8,3.1,2.7,0.6,104527,100100,4427,4.24
17021,Illinois,Christian County,33102,5.1,18.7,42.7,0.83,0.13,0.32,0.04,0.06,0.33,1.56,95.21,97.8,2.1,88.9,30,16.4,11.3,25.2,72.6,83,13892,2.27,27252.42,50668,12.8,20.3,17.4,5.6,2.5,3.5,0,14687,13919,768,5.23
17023,Illinois,Clark County,15767,5.9,18.7,43,0.16,0.03,0.26,0,0.29,0.76,1.5,96.67,98.2,6.9,91.5,36,17.1,9.1,22.4,68.1,83.3,6809,2.31,28890.04,52068,14.3,22.4,23.4,5.9,3.2,3,0,7845,7470,375,4.78
17025,Illinois,Clay County,13269,5.7,19.6,44,0.34,0.03,0.37,0,0,0.37,1.41,96.38,96.9,7.4,89,37.5,14.9,8.9,20.6,73.5,83.2,5624,2.32,26076.29,47427,14,28.9,16.9,7.4,3.3,7.7,0,6623,6277,346,5.22
17027,Illinois,Clinton County,37614,5.5,15.8,40.4,1.79,0.14,0.31,0,0.29,0.6,3.09,91.58,95.7,4.9,89.1,35.3,22.1,10.2,25.1,74.5,82.5,14183,2.49,31642.57,64543,9,11.1,11,4.9,2.2,3.7,0,20251,19547,704,3.48
17029,Illinois,Coles County,51979,4.6,15.5,34.3,1.9,0.1,0.62,0.12,0.12,0.8,2.41,90.96,95.7,4.4,90.8,34.2,26,7.5,16.3,75.6,85.4,21006,2.31,26958.01,41907,21,26.4,23.2,8,2.8,3,0.6,24429,23308,1121,4.59
17031,Illinois,Cook County,5211263,6.3,13.5,36.4,11.86,0.13,3.49,0.02,4.94,1.25,25.05,42.68,64.9,5.1,86.2,25.5,37.2,4.3,32.9,76.7,85.9,1956561,2.63,33031.18,59426,15.9,23.3,22.8,11.1,2.4,3.7,1.1,2653153,2514113,139040,5.24
17033,Illinois,Crawford County,18961,5.1,18.3,42.5,2.12,0.03,0.18,0.02,0.12,0.86,2.9,91.01,96,5.2,86.8,38.9,16.9,8.8,15.8,72,83.2,7665,2.25,29053.33,47468,11.9,15,12.8,7.3,5.7,6.9,0,8778,8323,455,5.18
17035,Illinois,Cumberland County,10908,5.9,18.5,41.9,0.05,0.11,0.17,0.07,0,0.68,1.11,96.72,98.8,6.1,88.6,35.5,15,8.6,22.4,70.2,80.1,4287,2.51,24182.87,50680,14.3,23,19.1,6,0,1.9,0,6096,5858,238,3.9
17037,Illinois,DeKalb County,104733,5.9,11.5,30.7,3.72,0.03,1.21,0,1.66,1.25,10.8,77.64,88.3,4,92.7,36.1,30.6,6.2,25.5,84.2,91,37420,2.66,26803.01,58343,18.1,20.9,19.9,7.1,3.1,3.2,0,54651,52180,2471,4.52
17039,Illinois,De Witt County,15942,5.6,18.1,42.8,0.23,0.09,0.06,0.08,0.61,3.79,2.56,89.08,96.8,7.4,91.6,34.1,20.3,9.5,21.9,73.6,84.1,6704,2.37,28051.9,55411,13.3,32.2,20.8,6,1.2,2.3,0,7740,7386,354,4.57
17041,Illinois,Douglas County,19748,6.7,16.8,37.9,0.16,0.25,0.37,0.03,0.37,0.64,7.2,90.51,83,8,82.6,30.1,18.9,8.2,20.8,71.1,78.9,7580,2.59,25796.91,52261,12.1,24.8,18.5,15.1,16.6,16.7,7,10120,9714,406,4.01
17043,Illinois,DuPage County,930128,5.9,14,39.1,2.34,0.1,5.68,0.02,1.43,1.3,14.09,67.86,73.5,4.8,92.4,25.9,48,4.9,29.3,86.9,92.1,340669,2.7,41840.37,84442,6.8,9.3,8.8,6.7,2.5,3.2,1,515683,494644,21039,4.08
17045,Illinois,Edgar County,17328,5.2,20.5,44.5,0.28,0.09,0.18,0,0.04,0.38,1.1,97.16,98.7,8,88.6,32.5,17.6,9.1,19.4,71.5,79.7,7669,2.25,26342.67,47873,15.4,34.7,22.5,6.9,9,5.8,0,9426,8974,452,4.8
17047,Illinois,Edwards County,6486,6.1,19.9,43.6,0.24,0,0.43,0,0,0.68,1.28,96.73,98.1,6.4,89.6,41.3,12.5,9.2,20.9,72.4,81.9,2810,2.32,26685.34,49632,11.5,21.1,17.5,6.1,0,1.5,0,2838,2710,128,4.51
17049,Illinois,Effingham County,34132,6.7,16.5,39.1,0.28,0.05,0.12,0.01,0.37,0.54,1.93,96.02,97.1,5.2,92.1,32.8,22.6,7.3,17.3,76.9,84.1,13450,2.5,28904.8,54655,11.3,20.5,17.1,5.3,1.7,2.1,0.1,18787,18083,704,3.75
17051,Illinois,Fayette County,21784,5.4,17.7,41.4,2.58,0.14,0.24,0,0.06,0.35,1.72,91.79,95.8,7,82.6,29.4,11.9,8.5,22.7,64.5,71.7,7659,2.63,22091.63,44541,17.8,28,25.7,10.1,8.5,7.8,0,9585,9065,520,5.43
17053,Illinois,Ford County,13280,5.4,18.7,43.2,0.45,0.19,0.24,0.01,0.32,0.43,3.02,94.34,97.1,5.8,89.6,32.4,19.2,9.2,22.3,75.2,82.4,5684,2.3,27234.78,50851,15.7,15,26.1,6.9,7.1,4.3,0,6483,6178,305,4.7
17055,Illinois,Franklin County,39041,5.8,19.6,42.3,0.36,0.14,0.27,0.05,0.14,0.5,1.65,96.02,97.6,5,87.2,40.2,15.2,10.2,24.8,64.9,76.1,16346,2.38,21680.25,39454,19.9,35.1,26.8,8.2,2.5,2.8,0.3,16425,15380,1045,6.36
17057,Illinois,Fulton County,35110,4.9,19.2,42.5,1.89,0.1,0.12,0.04,0.18,0.51,2.88,91.96,96.3,3.6,87.6,36.3,17.7,9.3,24.7,70.5,80.7,14069,2.35,25657.45,48599,15.5,21.8,19.3,7.6,2.9,3.2,0,15430,14464,966,6.26
17059,Illinois,Gallatin County,5080,5.5,22.9,44.8,0.13,0.25,0.14,0,0.06,0.94,1.11,95.85,98.8,5.5,87.4,34.5,12.8,9.6,27.2,64,75,2272,2.3,24023.48,42450,16.6,19.8,27.5,5.2,0,0,0,2455,2316,139,5.66
17061,Illinois,Greene County,13174,5.3,18.5,42.7,0.64,0.12,0.09,0,0.01,0.59,0.41,96.72,98.6,5,86.7,32.5,12,10.4,27.2,67,76.7,5087,2.56,22111.72,44502,17.9,22.4,25.2,7.9,8.4,5.7,0,5965,5666,299,5.01
17063,Illinois,Grundy County,50586,6.3,13.1,37.5,0.75,0.04,0.38,0.01,1.06,0.72,9.37,87.13,91.9,6.5,93.3,36.4,22.6,8.2,28.7,81.3,90,19006,2.63,32196.96,71598,9.4,11.7,10.9,5,4.2,2.4,0,25658,24136,1522,5.93
17065,Illinois,Hamilton County,8194,5.5,20.8,43.6,0.3,0.04,0.06,0,0,0,0.28,98.92,97.1,3.2,90.2,36.2,16.9,8.1,27.7,67.8,77.9,3413,2.39,25952.72,47293,13.9,12,17.8,9.5,13.3,14.4,0,4416,4221,195,4.42
17067,Illinois,Hancock County,18020,5.4,22,46,0.33,0.01,0.22,0,0.05,0.62,1.43,96.33,97.8,4.6,92.6,34.2,19.7,10.3,23.4,67.3,77.8,7523,2.39,25980.75,51460,11.2,18.5,18.9,4.7,0.6,1.1,0,8483,8051,432,5.09
17069,Illinois,Hardin County,4046,3.1,20.6,46.8,1.89,0.1,0.04,0,0.18,0.83,1.78,93.13,98.8,5.9,81.6,35.9,11.1,9.4,27.8,63.1,72.9,1452,2.8,17677.5,39524,16.6,33.1,22.6,9.6,0,0.4,0,1336,1234,102,7.63
17071,Illinois,Henderson County,6795,4.9,24.2,49.2,0.07,0.16,0.35,0,0.07,0.71,1.54,96.29,98.6,3.8,89.6,29.6,14.2,11.8,24.8,70.1,81,3019,2.28,27832.02,47428,11.3,20.1,22.7,7.2,5.4,5.5,0,3643,3461,182,5
17073,Illinois,Henry County,49328,5.6,19.2,42.7,0.88,0.06,0.29,0,1.13,0.8,5.5,90.84,95.5,6.1,89.2,33.1,22.1,9.3,22,72.6,82.3,19991,2.45,28253.06,55755,12.5,21.3,17.9,5.2,0.2,1.7,0,24790,23545,1245,5.02
17075,Illinois,Iroquois County,27876,5.3,20.5,44.3,0.58,0.01,0.21,0,1.96,0.59,6.6,90.34,93.7,5.6,89.5,33.3,14.3,9.3,23.2,73.9,82.5,11845,2.36,26824.15,48857,15.5,27.5,22.7,7.2,0.8,3.9,0.1,14668,14014,654,4.46
17077,Illinois,Jackson County,58284,5.5,13.7,31.1,7.37,0.2,1.68,0.01,0.64,1.68,4.26,74.45,90.7,5.1,92.1,31.4,36.2,7.2,19.2,72.1,85.8,23942,2.28,24632.46,36008,27.9,34.5,29.5,7.5,6.2,4.6,0.7,27990,26759,1231,4.4
17079,Illinois,Jasper County,9578,5.9,18.4,43,0.2,0.03,0.01,0,0.08,0.41,1.47,97.19,96.8,6.6,88.7,32.1,17.4,6.6,23.6,68.8,76.2,3723,2.56,25219.92,56523,12.4,11.2,13.1,6.5,3.4,3.4,2.9,4520,4302,218,4.82
17081,Illinois,Jefferson County,38179,6.3,17.8,40.9,4.27,0.05,0.57,0,0.14,1.18,2.42,85.8,96.2,6.6,85.3,37.6,16.1,9.9,19.8,73,82.5,15244,2.35,26314.04,46109,18.9,33.9,30.6,7.4,5.1,5.7,0.2,17341,16406,935,5.39
17083,Illinois,Jersey County,21941,4.8,18,42.5,0.23,0.06,0.2,0.05,0.11,0.93,1.29,96.07,97.5,4,91.4,35.8,19.7,11.6,28.6,70.6,81.6,8831,2.4,28285,56320,9.4,21.7,10.9,6.1,2.2,1.7,1.4,10931,10413,518,4.74
17085,Illinois,Jo Daviess County,21594,4.2,25.6,49.4,0.2,0.09,0.24,0.04,0.1,0.56,2.94,94.92,95.7,5.4,92,31.2,23.5,10.7,21.5,75.1,85.8,9795,2.23,32773.54,55532,7.6,6.9,8.8,5.1,1,2.8,0,11002,10518,484,4.4
17087,Illinois,Johnson County,12900,4.6,19.4,42.5,5.66,0.05,0.09,0,0.09,0.3,3.33,84.67,96.9,7.9,83.1,35,16.2,10.4,25,60.7,71,4486,2.37,24894.51,45743,13.9,23.9,15.4,5.7,2.3,2.7,0,4084,3785,299,7.32
17089,Illinois,Kane County,534667,6.6,12.1,36.6,2.81,0.21,1.97,0.01,7.73,1.21,31.6,57.55,68.4,6,83.4,28.1,32.4,5.5,29,85.3,91.4,175930,2.98,32855.03,74862,10.4,15.2,15.6,9.8,2.3,3.1,0.9,267675,255037,12638,4.72
17091,Illinois,Kankakee County,109605,6.1,15.5,37.7,7.6,0.16,0.49,0.02,0.87,0.95,10.06,72.17,90.8,4.8,87.9,34.2,19.8,8.3,23.9,74.4,84.7,40239,2.62,26457.63,56542,15.1,23.4,20.3,7.1,2.2,2.9,0.1,55854,52935,2919,5.23
17093,Illinois,Kendall County,126218,7.3,9.3,34.5,3.38,0.06,1.62,0,2.39,1.27,17.58,71.16,82.5,4.6,92,34.9,34.8,6.3,33,92.3,95.5,39882,3.07,32930.29,89860,5.6,6.9,7.1,4.6,1.3,2.8,0,67862,64820,3042,4.48
17095,Illinois,Knox County,50638,5.3,19.9,42.2,4.45,0.17,0.52,0,0.96,0.81,5.53,83.37,94.8,5,88,34.4,17.9,8.9,17.8,69.3,79.1,20981,2.25,24844,41972,18.1,30.8,26.5,7.2,1.2,3.8,0.3,22472,21328,1144,5.09
17097,Illinois,Lake County,703520,5.9,12.8,38,3.4,0.1,3.58,0.03,2.34,1.36,21.14,62.78,71.9,5.3,90.3,24.9,44.2,5.9,30,86.9,92.3,244523,2.81,42356.58,82613,8.5,13.6,11.3,8.1,2.1,3.3,0.6,370972,354622,16350,4.41
17099,Illinois,LaSalle County,110067,5.5,17.7,41.8,1.25,0.13,0.39,0.01,0.74,0.69,9.29,86.09,93.1,5.2,88.7,34.8,17.8,8.9,22.8,77.5,84.2,44448,2.43,28289.71,54693,13.6,25,21.5,6.2,2.3,2.5,0,55642,52569,3073,5.52
17101,Illinois,Lawrence County,16168,5.2,16.9,41.2,4.36,0.15,0.19,0,0.32,1.25,3.79,84.58,95.7,9.5,82.8,34.3,11.6,7.8,19,67.8,79.9,6271,2.23,25531.84,44504,16.4,37.3,25.5,8.8,6.3,7.2,0.5,6042,5681,361,5.97
17103,Illinois,Lee County,34406,5.1,18,42.7,2.62,0.09,0.34,0.07,0.59,0.87,5.89,86.74,94.4,6.4,88.9,35.9,17.8,8.5,21.5,76.4,84.6,13416,2.34,30880.34,58319,11.8,14.3,13.9,6.1,3.4,3.8,0.4,17784,17028,756,4.25
17105,Illinois,Livingston County,36518,5.7,17.6,41.6,2.04,0.01,0.33,0,0.31,0.9,4.42,89.23,95.5,7.4,89.3,30.7,15.1,9,19.8,75.7,84.9,14379,2.38,28978.15,54339,13.3,24.5,18.5,6.1,5.1,4.7,0,16611,15882,729,4.39
17107,Illinois,Logan County,29245,5.1,17.2,40.6,3.39,0.06,0.4,0.01,0.56,1.41,3.4,86.49,95.6,5.4,89.2,33.5,19.8,8.7,21.5,75,84.1,11011,2.28,30817.98,58271,9.2,12,12.8,4.9,3,1.7,0.3,12827,12246,581,4.53
17109,Illinois,McDonough County,30823,4.1,16,31.3,2.45,0.11,1.09,0.05,0.17,1,2.69,88.18,94.3,3.1,92.9,29.6,32.6,7.8,15.6,72.7,84.5,11481,2.43,23712.35,42911,22.3,20.9,16.4,6.3,0.6,2.3,0,13485,12827,658,4.88
17111,Illinois,McHenry County,309122,5.6,12.9,39.9,0.67,0.04,1.35,0.02,0.78,0.95,12.51,81.92,85.9,4.2,92.8,33.1,33.2,6.7,33.6,88.9,93.1,110860,2.76,35817.03,82230,7.3,10.8,9.5,6.1,2.6,3.1,0.4,167389,159780,7609,4.55
17113,Illinois,McLean County,172290,6.1,11.8,32.7,4.1,0.09,2.53,0.01,0.47,1.1,4.74,79.81,91.7,5.5,95.8,25.9,44.7,6.6,18,80.2,91.5,66070,2.51,33624.7,64573,14.5,14.4,12.1,4.4,1,2.3,0.4,88354,84768,3586,4.06
17115,Illinois,Macon County,105801,6.1,18.4,41,6.98,0.17,0.57,0,0.26,2.94,2.16,76.7,96.4,5.6,90,33,22.7,9.3,17.9,74.5,83.1,44310,2.34,28526.92,49052,16.6,38.1,25.5,5.8,1.8,1.7,0,49202,46514,2688,5.46
17117,Illinois,Macoupin County,45446,5,18.8,43.1,0.39,0.04,0.22,0,0.1,0.75,1.11,96.3,98.4,5.2,90.6,33.4,18.5,10.4,27.6,75.8,84.1,18663,2.41,27384.65,53890,13.3,28.3,20.4,5.8,2.2,2.3,0,23071,21971,1100,4.77
17119,Illinois,Madison County,265428,5.9,16.1,40,4.29,0.1,0.46,0.02,0.23,0.98,3.12,85.52,96.7,5.5,92.3,35.2,26.2,10.3,24.8,79.1,86,107241,2.43,30282.72,56536,13.5,22.8,17.6,5.5,2,2.2,0.1,133452,127266,6186,4.64
17121,Illinois,Marion County,37902,6.3,18.9,41.8,1.7,0.1,0.35,0,0.34,1.11,1.88,91.52,97.8,6.4,88.9,38.3,15.2,10,20.4,73.3,82.5,16001,2.35,24319.57,44679,17.8,33.6,30.1,7.4,1.9,3.1,0,17637,16730,907,5.14
17123,Illinois,Marshall County,11730,5.4,22.2,46.3,0.22,0.08,0.13,0.08,0.29,0.62,3.06,94.85,96.5,7.1,92.9,34.1,17.4,11,27.7,72.3,81.3,4900,2.38,28900.42,55173,10.3,21,14.9,4.3,2.9,2.5,0,5470,5180,290,5.3
17125,Illinois,Mason County,13715,4.8,21.6,45.5,0.31,0.05,0.08,0,0,0.7,1.02,96.7,98.6,5.1,88.8,29.8,15.4,11.8,26.9,70.1,80.2,6034,2.27,25885.46,44695,13.9,22.7,20.7,5.5,0.4,1.9,0,6375,5995,380,5.96
17127,Illinois,Massac County,14344,5.1,20.4,43.8,3.05,0.05,0.09,0,0.08,1.33,2.69,88.69,97.9,5.9,85.4,39.1,12.1,9.7,20.7,60.3,67.4,6084,2.34,23500.43,42168,18.4,30.7,23.8,5.8,4.2,2,1.4,5875,5503,372,6.33
17129,Illinois,Menard County,12245,5.3,18.4,42.3,0.25,0.06,0.17,0.19,0.09,0.68,1.44,95.81,98.7,6.8,92.6,33.2,24.6,12.1,27.6,77.2,85,5230,2.35,33011.91,62368,11.4,27.4,21.3,3.2,0.2,0.7,0,6723,6453,270,4.02
17131,Illinois,Mercer County,15618,5,20.6,44.8,0.28,0.03,0.14,0,0.34,0.64,2.24,95.82,98.5,5.1,92.2,32.4,18.7,11.1,26.7,74.7,84.4,6620,2.35,28061.28,55649,11.4,29.3,17.4,3.3,0.9,0.8,0.7,8067,7662,405,5.02
17133,Illinois,Monroe County,34097,5.4,16.3,42.3,0.21,0.03,0.34,0,0.06,0.46,1.51,96.55,97.2,6.5,95.2,33.5,30.6,8.4,28.4,80.2,87.7,13227,2.53,37052.17,74410,5.3,8.1,5.5,3.2,3.4,2.2,0,18356,17752,604,3.29
17135,Illinois,Montgomery County,28790,5.1,18.9,42.4,3.01,0.09,0.07,0.02,0.14,0.68,1.72,90.87,98.1,5.9,86.7,32.3,14.4,10.2,23.3,69.2,80.8,11234,2.24,27474.11,47807,15.6,28.7,23.5,5.8,5.5,3.6,0,11886,11218,668,5.62
